id,Item,EmpName,Storage & Organization
2188,Letter Slitter,Erin Ashbrook,"Scissors, Rulers and Trimmers"
2189,688,Arthur Wiediger,Telephones and Communication
2190,M3682,Arthur Wiediger,Telephones and Communication
2191,Tennsco Double-Tier Lockers,Naresj Patel,Storage & Organization
2192,2160i,Darren Budd,Telephones and Communication
2193,Staples 6 Outlet Surge,Cynthia Arntzen,Appliances
2194,"Premier Elliptical Ring Binder, Black",Ed Ludwig,Binders and Binder Accessories
2195,Xerox 1971,Nat Carroll,Paper
2196,"Trav-L-File Heavy-Duty Shuttle II, Black",Nat Carroll,Storage & Organization
2197,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",David Smith,Computer Peripherals
2198,Accessory29,David Smith,Telephones and Communication
2199,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Duane Huffman,Binders and Binder Accessories
2200,Fiskars� Softgrip Scissors,Edward Nazzal,"Scissors, Rulers and Trimmers"
2201,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Edward Nazzal,Appliances
2202,Staples 6 Outlet Surge,Edward Nazzal,Appliances
2203,Presstex Flexible Ring Binders,George Ashbrook,Binders and Binder Accessories
2204,Xerox 1922,Jonathan Howell,Paper
2205,Fellowes EZ Multi-Media Keyboard,Cynthia Arntzen,Computer Peripherals
2206,"Snap-A-Way� Black Print Carbonless Ruled Speed Letter, Triplicate",Cynthia Arntzen,Paper
2207,Xerox 229,Cynthia Arntzen,Paper
2208,2160i,Cynthia Arntzen,Telephones and Communication
2209,Xerox 1885,Noah Childs,Paper
2210,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Brian Stugart,Envelopes
2211,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Brian Stugart,Office Machines
2212,GBC Standard Plastic Binding Systems Combs,Christine Phan,Binders and Binder Accessories
2213,Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book,Matt Hagelstein,Paper
2214,Xerox 1881,Frank Carlisle,Paper
2215,1726 Digital Answering Machine,George Bell,Telephones and Communication
2216,GBC Durable Plastic Covers,Candace McMahon,Binders and Binder Accessories
2217,#10- 4 1/8" x 9 1/2" Recycled Envelopes,Edward Nazzal,Envelopes
2218,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",George Bell,Binders and Binder Accessories
2219,"Eldon� Expressions� Wood and Plastic Desk Accessories, Oak",George Bell,Office Furnishings
2220,Seth Thomas 14" Putty-Colored Wall Clock,George Bell,Office Furnishings
2221,Accessory23,Edward Nazzal,Telephones and Communication
2222,Storex DuraTech Recycled Plastic Frosted Binders,Edward Becker,Binders and Binder Accessories
2223,Ibico Presentation Index for Binding Systems,Candace McMahon,Binders and Binder Accessories
2224,T193,Ruben Ausman,Telephones and Communication
2225,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Naresj Patel,Office Furnishings
2226,Canon PC1080F Personal Copier,Patrick Bzostek,Copiers and Fax
2227,Xerox 1927,Patrick Bzostek,Paper
2228,Canon MP100DHII Printing Calculator,Frank Carlisle,Office Machines
2229,Xerox 191,Alan Hwang,Paper
2230,"80 Minute CD-R Spindle, 100/Pack - Staples",Darren Budd,Computer Peripherals
2231,Executive Impressions 12" Wall Clock,Darren Budd,Office Furnishings
2232,Global Adaptabilities� Conference Tables,Darren Budd,Tables
2233,Staples Copy Paper (20Lb. and 84 Bright),Dave Hallsten,Paper
2234,Col-Erase� Pencils with Erasers,Dave Hallsten,Pens & Art Supplies
2235,Global Ergonomic Managers Chair,Dan Lawera,Chairs & Chairmats
2236,Hon Multipurpose Stacking Arm Chairs,Dan Lawera,Chairs & Chairmats
2237,"3.5"" IBM Formatted Diskettes, DS/HD",Dan Lawera,Computer Peripherals
2238,Staples 4 Outlet Surge Protector,Edward Nazzal,Appliances
2239,Hoover� Commercial Lightweight Upright Vacuum,Bill Stewart,Appliances
2240,Avery Hanging File Binders,Bill Stewart,Binders and Binder Accessories
2241,Acme� Box Cutter Scissors,Bill Stewart,"Scissors, Rulers and Trimmers"
2242,Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac,Ed Ludwig,Appliances
2243,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Ed Ludwig,Envelopes
2244,Executive Impressions 8-1/2" Career Panel/Partition Cubicle Clock,Gary Mitchum,Office Furnishings
2245,"Dixon My First Ticonderoga Pencil, #2",Gary Mitchum,Pens & Art Supplies
2246,SANFORD Major Accent� Highlighters,Nat Carroll,Pens & Art Supplies
2247,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Linda Cazamias,Office Machines
2248,688,Linda Cazamias,Telephones and Communication
2249,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Naresj Patel,Appliances
2250,"#10 White Business Envelopes,4 1/8 x 9 1/2",Naresj Patel,Envelopes
2251,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Naresj Patel,Office Machines
2252,TI 36X Solar Scientific Calculator,Naresj Patel,Office Machines
2253,Ultra Door Push Plate,Gary Zandusky,Office Furnishings
2254,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Gary Zandusky,Bookcases
2255,Belkin 6 Outlet Metallic Surge Strip,Joni Sundaresam,Appliances
2256,Hunt Boston� Vacuum Mount KS Pencil Sharpener,Duane Huffman,Pens & Art Supplies
2257,Rush Hierlooms Collection Rich Wood Bookcases,Theresa Coyne,Bookcases
2258,Wilson Jones Easy Flow II� Sheet Lifters,George Bell,Binders and Binder Accessories
2259,Avery Binder Labels,Dave Hallsten,Binders and Binder Accessories
2260,Newell 327,Cynthia Arntzen,Pens & Art Supplies
2261,T18,Erin Creighton,Telephones and Communication
2262,Acme� Design Stainless Steel Bent Scissors,Erin Creighton,"Scissors, Rulers and Trimmers"
2263,Avery 510,Duane Huffman,Labels
2264,"Cardinal Slant-D� Ring Binder, Heavy Gauge Vinyl",Gary Hansen,Binders and Binder Accessories
2265,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Gary Hansen,Storage & Organization
2266,"Sony MFD2HD Formatted Diskettes, 10/Pack",Joni Sundaresam,Computer Peripherals
2267,#10- 4 1/8" x 9 1/2" Recycled Envelopes,Joni Sundaresam,Envelopes
2268,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Alan Hwang,Computer Peripherals
2269,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Alan Hwang,Computer Peripherals
2270,Westinghouse Clip-On Gooseneck Lamps,Duane Huffman,Office Furnishings
2271,Avery Printable Repositionable Plastic Tabs,Edward Becker,Binders and Binder Accessories
2272,Canon Imageclass D680 Copier / Fax,Edward Becker,Copiers and Fax
2273,Staples Bulldog Clip,David Smith,Rubber Bands
2274,"IBM Active Response Keyboard, Black",Magdelene Morse,Computer Peripherals
2275,TI 30X Scientific Calculator,Magdelene Morse,Office Machines
2276,"Peel & Seel� Recycled Catalog Envelopes, Brown",Michelle Huthwaite,Envelopes
2277,Eldon Radial Chair Mat for Low to Medium Pile Carpets,David Philippe,Office Furnishings
2278,Avery Premier Heavy-Duty Binder with Round Locking Rings,Nat Carroll,Binders and Binder Accessories
2279,"Memorex 4.7GB DVD+RW, 3/Pack",Darren Budd,Computer Peripherals
2280,XtraLife� ClearVue� Slant-D� Ring Binders by Cardinal,James Lanier,Binders and Binder Accessories
2281,Ampad #10 Peel & Seel� Holiday Envelopes,James Lanier,Envelopes
2282,8890,Noah Childs,Telephones and Communication
2283,Hon Multipurpose Stacking Arm Chairs,Duane Huffman,Chairs & Chairmats
2284,Avery 503,Duane Huffman,Labels
2285,Letter Size Cart,Dan Lawera,Storage & Organization
2286,Staples� General Use 3-Ring Binders,Dan Lawera,Binders and Binder Accessories
2287,Boston 1730 StandUp Electric Pencil Sharpener,Dan Lawera,Pens & Art Supplies
2288,Peel-Off� China Markers,Alan Hwang,Pens & Art Supplies
2289,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Duane Huffman,Computer Peripherals
2290,"Memorex 4.7GB DVD-RAM, 3/Pack",Duane Huffman,Computer Peripherals
2291,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Alan Hwang,Bookcases
2292,Xerox 193,Alan Hwang,Paper
2293,Global Ergonomic Managers Chair,Amy Cox,Chairs & Chairmats
2294,"Master Caster Door Stop, Large Neon Orange",Amy Cox,Office Furnishings
2295,Bush Mission Pointe Library,Darren Budd,Bookcases
2296,Hon 4060 Series Tables,Darren Budd,Tables
2297,GBC DocuBind TL300 Electric Binding System,Mike Caudle,Binders and Binder Accessories
2298,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Mike Caudle,Computer Peripherals
2299,"O'Sullivan Elevations Bookcase, Cherry Finish",Darren Budd,Bookcases
2300,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",James Lanier,Chairs & Chairmats
2301,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",James Lanier,Computer Peripherals
2302,Rediform S.O.S. Phone Message Books,James Lanier,Paper
2303,Xerox 199,Erin Creighton,Paper
2304,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Cari MacIntyre,Paper
2305,Zebra Zazzle Fluorescent Highlighters,Allen Golden,Pens & Art Supplies
2306,Boston 16801 Nautilus� Battery Pencil Sharpener,Allen Golden,Pens & Art Supplies
2307,"Avery Flip-Chart Easel Binder, Black",Eudokia Martin,Binders and Binder Accessories
2308,G.E. Halogen Desk Lamp Bulbs,Eudokia Martin,Office Furnishings
2309,StarTAC Series,Cari MacIntyre,Telephones and Communication
2310,9-3/4 Diameter Round Wall Clock,Ruben Ausman,Office Furnishings
2311,Fellowes Bases and Tops For Staxonsteel�/High-Stak� Systems,Ruben Ausman,Storage & Organization
2312,Talkabout T8367,Anna Haberlin,Telephones and Communication
2313,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Fred Hopkins,Paper
2314,Accessory36,Fred Hopkins,Telephones and Communication
2315,"24 Capacity Maxi Data Binder Racks, Pearl",Brian Stugart,Storage & Organization
2316,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Amy Cox,Appliances
2317,Fellowes Bases and Tops For Staxonsteel�/High-Stak� Systems,Amy Cox,Storage & Organization
2318,Sharp 1540cs Digital Laser Copier,Cari MacIntyre,Copiers and Fax
2319,2160,Cari MacIntyre,Telephones and Communication
2320,Premium Transparent Presentation Covers by GBC,Eudokia Martin,Binders and Binder Accessories
2321,DAX Solid Wood Frames,Michelle Huthwaite,Office Furnishings
2322,Howard Miller 12-3/4 Diameter Accuwave DS � Wall Clock,Bill Stewart,Office Furnishings
2323,Microsoft Internet Keyboard,Mike Caudle,Computer Peripherals
2324,Avery 508,Mike Caudle,Labels
2325,"Imation 3.5 IBM Diskettes, 10/Box",Andy Reiter,Computer Peripherals
2326,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Erin Ashbrook,Computer Peripherals
2327,Staples Copy Paper (20Lb. and 84 Bright),Jim Mitchum,Paper
2328,Staples� General Use 3-Ring Binders,Amy Cox,Binders and Binder Accessories
2329,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Amy Cox,Office Furnishings
2330,Bush Advantage Collection� Round Conference Table,Cynthia Arntzen,Tables
2331,Newell 321,Cynthia Arntzen,Pens & Art Supplies
2332,"Belkin 325VA UPS Surge Protector, 6'",Melanie Page,Appliances
2333,Accessory36,Melanie Page,Telephones and Communication
2334,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Melanie Page,Office Furnishings
2335,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Dave Hallsten,Binders and Binder Accessories
2336,"Eureka Hand Vacuum, Bagless",Dave Hallsten,Appliances
2337,Economy Binders,Eugene Hildebrand,Binders and Binder Accessories
2338,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty� Dirt Cup,Nancy Lomonaco,Appliances
2339,Xerox 1920,Nancy Lomonaco,Paper
2340,Accessory1,Gary Zandusky,Telephones and Communication
2341,Acme Kleencut� Forged Steel Scissors,Andy Yotov,"Scissors, Rulers and Trimmers"
2342,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Cynthia Arntzen,Computer Peripherals
2343,Logitech Internet Navigator Keyboard,Edward Becker,Computer Peripherals
2344,"Tyvek � Top-Opening Peel & Seel Envelopes, Plain White",Naresj Patel,Envelopes
2345,Staples Plastic Wall Frames,Ed Ludwig,Office Furnishings
2346,Panasonic KX-P1131 Dot Matrix Printer,Ed Ludwig,Office Machines
2347,12 Colored Short Pencils,Ed Ludwig,Pens & Art Supplies
2348,5185,Roy French,Telephones and Communication
2349,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Aimee Bixby,Appliances
2350,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Jesus Ocampo,Labels
2351,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Naresj Patel,Paper
2352,SAFCO Optional Arm Kit for Workspace� Cribbage Stacking Chair,Darren Budd,Chairs & Chairmats
2353,DAX Solid Wood Frames,Darren Budd,Office Furnishings
2354,"Eldon Regeneration Recycled Desk Accessories, Smoke",Darren Budd,Office Furnishings
2355,Newell 314,Edward Nazzal,Pens & Art Supplies
2356,Xerox 1899,Edward Nazzal,Paper
2357,Carina Double Wide Media Storage Towers in Natural & Black,Eugene Hildebrand,Storage & Organization
2358,GBC Standard Therm-A-Bind Covers,Eileen Kiefer,Binders and Binder Accessories
2359,"80 Minute CD-R Spindle, 100/Pack - Staples",Jonathan Howell,Computer Peripherals
2360,"Conquest� 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Brian Stugart,Appliances
2361,Staples Pushpins,Magdelene Morse,Rubber Bands
2362,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Edward Becker,Binders and Binder Accessories
2363,Eldon Executive Woodline II Cherry Finish Desk Accessories,Tamara Dahlen,Office Furnishings
2364,"Angle-D Binders with Locking Rings, Label Holders",Eugene Hildebrand,Binders and Binder Accessories
2365,Advantus Map Pennant Flags and Round Head Tacks,Eugene Hildebrand,Rubber Bands
2366,Wilson Jones Impact Binders,Christine Phan,Binders and Binder Accessories
2367,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Christine Phan,Envelopes
2368,6120,Christine Phan,Telephones and Communication
2369,Newell 339,Erin Smith,Pens & Art Supplies
2370,Micro Innovations Media Access Pro Keyboard,Ted Trevino,Computer Peripherals
2371,*Staples* Highlighting Markers,Ted Trevino,Pens & Art Supplies
2372,Xerox 1994,Tamara Dahlen,Paper
2373,Xerox 1936,Eileen Kiefer,Paper
2374,Wilson Jones 1" Hanging DublLock� Ring Binders,Ted Trevino,Binders and Binder Accessories
2375,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",David Philippe,Paper
2376,Xerox 1891,James Lanier,Paper
2377,GBC DocuBind P100 Manual Binding Machine,James Lanier,Binders and Binder Accessories
2378,Xerox 23,Anemone Ratner,Paper
2379,Acme� Elite Stainless Steel Scissors,Anemone Ratner,"Scissors, Rulers and Trimmers"
2380,Space Solutions Commercial Steel Shelving,Anemone Ratner,Storage & Organization
2381,Newell 323,Cari MacIntyre,Pens & Art Supplies
2382,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Cari MacIntyre,Tables
2383,White GlueTop Scratch Pads,Cari MacIntyre,Paper
2384,Holmes Odor Grabber,Melanie Page,Appliances
2385,"Global Airflow Leather Mesh Back Chair, Black",Melanie Page,Chairs & Chairmats
2386,Canon P1-DHIII Palm Printing Calculator,Melanie Page,Office Machines
2387,A1228,Melanie Page,Telephones and Communication
2388,Timeport L7089,Melanie Page,Telephones and Communication
2389,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Cynthia Arntzen,Bookcases
2390,*Staples* Highlighting Markers,Erin Smith,Pens & Art Supplies
2391,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Chris Selesnick,Binders and Binder Accessories
2392,"Memorex 4.7GB DVD+RW, 3/Pack",Chris Selesnick,Computer Peripherals
2393,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Noel Staavos,Office Furnishings
2394,Accessory8,Dean Braden,Telephones and Communication
2395,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,George Bell,Appliances
2396,"Micro Innovations Micro 3000 Keyboard, Black",George Bell,Computer Peripherals
2397,Staples� General Use 3-Ring Binders,Edward Becker,Binders and Binder Accessories
2398,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Lena Creighton,Appliances
2399,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Joni Sundaresam,Paper
2400,Xerox 212,Tamara Chand,Paper
2401,Acme� Office Executive Series Stainless Steel Trimmers,Tamara Chand,"Scissors, Rulers and Trimmers"
2402,BASF Silver 74 Minute CD-R,Tamara Chand,Computer Peripherals
2403,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Anthony Witt,Office Machines
2404,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Anthony Witt,Tables
2405,Rush Hierlooms Collection Rich Wood Bookcases,Erin Smith,Bookcases
2406,5165,Erin Smith,Telephones and Communication
2407,"Global Airflow Leather Mesh Back Chair, Black",George Ashbrook,Chairs & Chairmats
2408,Euro Pro Shark Stick Mini Vacuum,George Ashbrook,Appliances
2409,Fellowes Superior 10 Outlet Split Surge Protector,Nat Carroll,Appliances
2410,Hon Olson Stacker Stools,Duane Huffman,Chairs & Chairmats
2411,"Bush Westfield Collection Bookcases, Fully Assembled",George Ashbrook,Bookcases
2412,Avery 506,George Ashbrook,Labels
2413,Xerox Blank Computer Paper,Jonathan Howell,Paper
2414,"SAFCO Mobile Desk Side File, Wire Frame",Jonathan Howell,Storage & Organization
2415,Large Capacity Hanging Post Binders,David Philippe,Binders and Binder Accessories
2416,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Matt Hagelstein,Office Furnishings
2417,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Edward Nazzal,Office Furnishings
2418,Xerox 1939,Edward Nazzal,Paper
2419,Global Deluxe Office Fabric Chairs,Magdelene Morse,Chairs & Chairmats
2420,Hayes Optima 56K V.90 Internal Voice Modem,Eudokia Martin,Computer Peripherals
2421,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Darren Budd,Office Furnishings
2422,Adesso Programmable 142-Key Keyboard,Jesus Ocampo,Computer Peripherals
2423,Tuff Stuff� Recycled Round Ring Binders,Allen Golden,Binders and Binder Accessories
2424,2180,Allen Golden,Telephones and Communication
2425,"Binney & Smith Crayola� Metallic Colored Pencils, 8-Color Set",Cynthia Arntzen,Pens & Art Supplies
2426,Sensible Storage WireTech Storage Systems,Eileen Kiefer,Storage & Organization
2427,Balt Solid Wood Rectangular Table,Philip Brown,Tables
2428,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Darren Budd,Computer Peripherals
2429,Executive Impressions 14" Two-Color Numerals Wall Clock,Darren Budd,Office Furnishings
2430,6162m,Ruben Ausman,Telephones and Communication
2431,Accessory41,Ruben Ausman,Telephones and Communication
2432,iDENi80s,Ruben Ausman,Telephones and Communication
2433,Canon MP41DH Printing Calculator,Eileen Kiefer,Office Machines
2434,Avery 506,George Bell,Labels
2435,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro� Back, 8-1/2x11, 25/Bx",George Bell,Office Furnishings
2436,Staples 4 Outlet Surge Protector,Matt Collister,Appliances
2437,Logitech Cordless Elite Duo,Matt Collister,Computer Peripherals
2438,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6� x 11�",Cynthia Arntzen,Paper
2439,Belkin MediaBoard 104- Keyboard,Brian Stugart,Computer Peripherals
2440,HP Office Recycled Paper (20Lb. and 87 Bright),Edward Becker,Paper
2441,Newell 342,Noah Childs,Pens & Art Supplies
2442,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Darren Budd,Office Furnishings
2443,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Dave Hallsten,Chairs & Chairmats
2444,Storex DuraTech Recycled Plastic Frosted Binders,Edward Nazzal,Binders and Binder Accessories
2445,Eldon Pizzaz� Desk Accessories,Edward Nazzal,Office Furnishings
2446,GBC DocuBind P50 Personal Binding Machine,Anemone Ratner,Binders and Binder Accessories
2447,Staples 4 Outlet Surge Protector,Dan Lawera,Appliances
2448,Logitech Cordless Elite Duo,Nancy Lomonaco,Computer Peripherals
2449,Cardinal Holdit Business Card Pockets,Dan Lawera,Binders and Binder Accessories
2450,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Dan Lawera,Office Machines
2451,Fiskars� Softgrip Scissors,Dan Lawera,"Scissors, Rulers and Trimmers"
2452,EcoTones� Memo Sheets,Theresa Coyne,Paper
2453,Avery 484,Lena Creighton,Labels
2454,Xerox 1952,Lena Creighton,Paper
2455,Boston 1799 Powerhouse� Electric Pencil Sharpener,David Philippe,Pens & Art Supplies
2456,"Carina Mini System Audio Rack, Model AR050B",Lena Creighton,Storage & Organization
2457,3.6 Cubic Foot Counter Height Office Refrigerator,James Lanier,Appliances
2458,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Darren Budd,Chairs & Chairmats
2459,Staples SlimLine Pencil Sharpener,Philip Brown,Pens & Art Supplies
2460,U.S. Robotics 56K Internet Call Modem,Jeremy Ellison,Computer Peripherals
2461,"Hon Metal Bookcases, Putty",Darren Budd,Bookcases
2462,Global Enterprise� Series Seating Low-Back Swivel/Tilt Chairs,Darren Budd,Chairs & Chairmats
2463,5170,Cari MacIntyre,Telephones and Communication
2464,"Snap-A-Way� Black Print Carbonless Speed Message, No Reply Area, Duplicate",Alan Hwang,Paper
2465,"Iris� 3-Drawer Stacking Bin, Black",Alan Hwang,Storage & Organization
2466,"Situations Contoured Folding Chairs, 4/Set",Magdelene Morse,Chairs & Chairmats
2467,Adesso Programmable 142-Key Keyboard,Magdelene Morse,Computer Peripherals
2468,Xerox 1908,Magdelene Morse,Paper
2469,"Dixon My First Ticonderoga Pencil, #2",Alan Hwang,Pens & Art Supplies
2470,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Alan Hwang,Appliances
2471,"Advantus Push Pins, Aluminum Head",Aimee Bixby,Rubber Bands
2472,Array� Memo Cubes,Lena Creighton,Paper
2473,Bevis Round Bullnose 29" High Table Top,Lena Creighton,Tables
2474,"Master Giant Foot� Doorstop, Safety Yellow",Eugene Hildebrand,Office Furnishings
2475,"Black Print Carbonless Snap-Off� Rapid Letter, 8 1/2"" x 7""",Eugene Hildebrand,Paper
2476,Xerox 1978,Eugene Hildebrand,Paper
2477,5165,Noel Staavos,Telephones and Communication
2478,Hon 4700 Series Mobuis� Mid-Back Task Chairs with Adjustable Arms,Philip Brown,Chairs & Chairmats
2479,GBC DocuBind P100 Manual Binding Machine,Eudokia Martin,Binders and Binder Accessories
2480,Hoover WindTunnel� Plus Canister Vacuum,Edward Nazzal,Appliances
2481,"Eldon Spacemaker� Box, Quick-Snap Lid, Clear",Edward Nazzal,Pens & Art Supplies
2482,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Erin Ashbrook,Envelopes
2483,*Staples* Highlighting Markers,Tamara Chand,Pens & Art Supplies
2484,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Mike Caudle,Computer Peripherals
2485,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Mike Caudle,Pens & Art Supplies
2486,Accessory37,Cari MacIntyre,Telephones and Communication
2487,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Alan Hwang,Appliances
2488,3390,Alan Hwang,Telephones and Communication
2489,Avery Legal 4-Ring Binder,Dave Hallsten,Binders and Binder Accessories
2490,"DAX Metal Frame, Desktop, Stepped-Edge",Fred Hopkins,Office Furnishings
2491,Letter or Legal Size Expandable Poly String Tie Envelopes,Jonathan Howell,Envelopes
2492,Keytronic 105-Key Spanish Keyboard,Matt Collister,Computer Peripherals
2493,Xerox 1983,Duane Huffman,Paper
2494,Eldon Simplefile� Box Office�,Duane Huffman,Storage & Organization
2495,TIMEPORT P8767,Kelly Lampkin,Telephones and Communication
2496,Binding Machine Supplies,Edward Nazzal,Binders and Binder Accessories
2497,High Speed Automatic Electric Letter Opener,Philip Brown,"Scissors, Rulers and Trimmers"
2498,Panasonic KX-P1150 Dot Matrix Printer,Dean Braden,Office Machines
2499,"Wilson Jones Hanging View Binder, White, 1""",Erica Smith,Binders and Binder Accessories
2500,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Erica Smith,Computer Peripherals
2501,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Dave Hallsten,Envelopes
2502,Xerox 1908,Dave Hallsten,Paper
2503,Fellowes Super Stor/Drawer� Files,Dave Hallsten,Storage & Organization
2504,Hon 5100 Series Wood Tables,Dave Hallsten,Tables
2505,Xerox 1977,Erica Smith,Paper
2506,"Fellowes Personal Hanging Folder Files, Navy",Jim Mitchum,Storage & Organization
2507,StarTAC 7760,Jim Mitchum,Telephones and Communication
2508,Belkin ErgoBoard� Keyboard,Jim Mitchum,Computer Peripherals
2509,Imation DVD-RAM discs,Jim Mitchum,Computer Peripherals
2510,LX 677,David Philippe,Telephones and Communication
2511,"Metal Folding Chairs, Beige, 4/Carton",Darren Budd,Chairs & Chairmats
2512,Hon 4700 Series Mobuis� Mid-Back Task Chairs with Adjustable Arms,Darren Budd,Chairs & Chairmats
2513,Telescoping Adjustable Floor Lamp,Darren Budd,Office Furnishings
2514,Iceberg OfficeWorks 42" Round Tables,Darren Budd,Tables
2515,232,Darren Budd,Telephones and Communication
2516,Presstex Flexible Ring Binders,George Ashbrook,Binders and Binder Accessories
2517,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",George Ashbrook,Envelopes
2518,Decoflex Hanging Personal Folder File,Tamara Chand,Storage & Organization
2519,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Darren Budd,Computer Peripherals
2520,Xerox 1897,Edward Becker,Paper
2521,Eldon� Wave Desk Accessories,David Philippe,Office Furnishings
2522,GBC VeloBinder Strips,Anemone Ratner,Binders and Binder Accessories
2523,2160i,Anemone Ratner,Telephones and Communication
2524,Bionaire Personal Warm Mist Humidifier/Vaporizer,Janet Martin,Appliances
2525,Colored Envelopes,Janet Martin,Envelopes
2526,"Global Leather and Oak Executive Chair, Black",Edward Nazzal,Chairs & Chairmats
2527,Advantus SlideClip� Paper Clips,Edward Nazzal,Rubber Bands
2528,Document Clip Frames,Alan Hwang,Office Furnishings
2529,Canon MP100DHII Printing Calculator,Alan Hwang,Office Machines
2530,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Eugene Hildebrand,Chairs & Chairmats
2531,Hewlett-Packard 4.7GB DVD+R Discs,Andrew Roberts,Computer Peripherals
2532,Document Clip Frames,Andrew Roberts,Office Furnishings
2533,Xerox 1891,Andrew Roberts,Paper
2534,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",David Smith,Paper
2535,Newell 342,Edward Becker,Pens & Art Supplies
2536,M70,Edward Becker,Telephones and Communication
2537,Fellowes Bankers Box� Staxonsteel� Drawer File/Stacking System,Magdelene Morse,Storage & Organization
2538,Belkin 8 Outlet Surge Protector,Jim Mitchum,Appliances
